,gene_name,gene_id,dataset
36197,Gm40922,ENSMUSG00000114866,snRNAseq2
36198,Cts8-ps,ENSMUSG00000114867,snRNAseq2
36199,Gm48876,ENSMUSG00000114869,snRNAseq2
36200,AC163667.1,ENSMUSG00000114870,snRNAseq2
36201,Gm21370,ENSMUSG00000114871,snRNAseq2
36202,Gm18759,ENSMUSG00000114872,snRNAseq2
36203,Gm48470,ENSMUSG00000114874,snRNAseq2
36204,Gm30363,ENSMUSG00000114875,snRNAseq2
36205,Gm48026,ENSMUSG00000114876,snRNAseq2
36206,Gm33022,ENSMUSG00000114877,snRNAseq2
36207,Gm9086,ENSMUSG00000114878,snRNAseq2
36208,4930467J12Rik,ENSMUSG00000114879,snRNAseq2
36209,Gm49098,ENSMUSG00000114880,snRNAseq2
36210,Gm8588,ENSMUSG00000114881,snRNAseq2
36211,Gm48581,ENSMUSG00000114882,snRNAseq2
36212,Gm48860,ENSMUSG00000114883,snRNAseq2
36213,Gm47675,ENSMUSG00000114884,snRNAseq2
36214,Gm7371,ENSMUSG00000114885,snRNAseq2
36215,Gm48894,ENSMUSG00000114887,snRNAseq2
36216,AC140462.1,ENSMUSG00000114888,snRNAseq2
36217,Gm29764,ENSMUSG00000114889,snRNAseq2
36218,Gm47272,ENSMUSG00000114891,snRNAseq2
36219,Gm5463,ENSMUSG00000114892,snRNAseq2
36220,Gm48684,ENSMUSG00000114893,snRNAseq2
36221,Gm7084,ENSMUSG00000114894,snRNAseq2
36222,Gm5923,ENSMUSG00000114897,snRNAseq2
36223,Gm49390,ENSMUSG00000114898,snRNAseq2
36224,Gm48214,ENSMUSG00000114899,snRNAseq2
36225,Gm4118,ENSMUSG00000114902,snRNAseq2
36226,Gm46419,ENSMUSG00000114903,snRNAseq2
36227,Gm48113,ENSMUSG00000114905,snRNAseq2
36228,Gm48098,ENSMUSG00000114906,snRNAseq2
36229,Gm9547,ENSMUSG00000114908,snRNAseq2
36230,Gm48756,ENSMUSG00000114910,snRNAseq2
36231,Gm17878,ENSMUSG00000114911,snRNAseq2
36232,Gm48049,ENSMUSG00000114912,snRNAseq2
36233,Gm48571,ENSMUSG00000114914,snRNAseq2
36234,Gm5667,ENSMUSG00000114915,snRNAseq2
36235,Gm48250,ENSMUSG00000114917,snRNAseq2
36236,Gm9012,ENSMUSG00000114918,snRNAseq2
36237,Gm6122,ENSMUSG00000114919,snRNAseq2
36238,Gm18578,ENSMUSG00000114921,snRNAseq2
36239,Gm49345,ENSMUSG00000114923,snRNAseq2
36240,Gm47212,ENSMUSG00000114925,snRNAseq2
36241,Gm47848,ENSMUSG00000114928,snRNAseq2
36242,Gm8447,ENSMUSG00000114930,snRNAseq2
36243,Gm32256,ENSMUSG00000114931,snRNAseq2
36244,Gm48040,ENSMUSG00000114933,snRNAseq2
36245,Gm48342,ENSMUSG00000114934,snRNAseq2
36246,Gm47061,ENSMUSG00000114936,snRNAseq2
36247,Gm30054,ENSMUSG00000114937,snRNAseq2
36248,Gm21378,ENSMUSG00000114940,snRNAseq2
36249,Gm47779,ENSMUSG00000114941,snRNAseq2
36250,Gm49361,ENSMUSG00000114942,snRNAseq2
36251,Gm8947,ENSMUSG00000114943,snRNAseq2
36252,Gm47756,ENSMUSG00000114946,snRNAseq2
36253,Gm18577,ENSMUSG00000114947,snRNAseq2
36254,Gm47530,ENSMUSG00000114949,snRNAseq2
36255,Gm29717,ENSMUSG00000114952,snRNAseq2
36256,4930519K11Rik,ENSMUSG00000114953,snRNAseq2
36257,Gm47746,ENSMUSG00000114954,snRNAseq2
36258,Gm48109,ENSMUSG00000114955,snRNAseq2
36259,Gm47893,ENSMUSG00000114956,snRNAseq2
36260,Gm47316,ENSMUSG00000114957,snRNAseq2
36261,Gm48612,ENSMUSG00000114958,snRNAseq2
36262,G630093K05Rik,ENSMUSG00000114959,snRNAseq2
36263,A930002C04Rik,ENSMUSG00000114961,snRNAseq2
36264,Gm29010,ENSMUSG00000114963,snRNAseq2
36265,Gm18945,ENSMUSG00000114964,snRNAseq2
36266,Gm18681,ENSMUSG00000114966,snRNAseq2
36267,Hba-ps3,ENSMUSG00000114969,snRNAseq2
36268,Gm49069,ENSMUSG00000114970,snRNAseq2
36269,Gm49162,ENSMUSG00000114971,snRNAseq2
36270,Gm19156,ENSMUSG00000114973,snRNAseq2
36271,Gm21010,ENSMUSG00000114974,snRNAseq2
36272,Gm49090,ENSMUSG00000114975,snRNAseq2
36273,Gm9502,ENSMUSG00000114977,snRNAseq2
36274,Gm48925,ENSMUSG00000114978,snRNAseq2
36275,Gm34093,ENSMUSG00000114981,snRNAseq2
36276,Vmn1r14,ENSMUSG00000114982,snRNAseq2
36277,Gm48997,ENSMUSG00000114983,snRNAseq2
36278,Gm48947,ENSMUSG00000114984,snRNAseq2
36279,1810028F09Rik,ENSMUSG00000114985,snRNAseq2
36280,Gm21162,ENSMUSG00000114986,snRNAseq2
36281,Gm49022,ENSMUSG00000114987,snRNAseq2
36282,Gm49226,ENSMUSG00000114988,snRNAseq2
36283,Gm49303,ENSMUSG00000114989,snRNAseq2
36284,Gm49036,ENSMUSG00000114990,snRNAseq2
36285,1700128I11Rik,ENSMUSG00000114991,snRNAseq2
36286,Gm2150,ENSMUSG00000114992,snRNAseq2
36287,Gm6363,ENSMUSG00000114993,snRNAseq2
36288,Gm49097,ENSMUSG00000114994,snRNAseq2
36289,Gm49284,ENSMUSG00000114995,snRNAseq2
36290,Gm48958,ENSMUSG00000114996,snRNAseq2
36291,Gm49038,ENSMUSG00000114997,snRNAseq2
36292,Gm2157,ENSMUSG00000114998,snRNAseq2
36293,4930474H20Rik,ENSMUSG00000115001,snRNAseq2
36294,Gm48933,ENSMUSG00000115003,snRNAseq2
36295,Gm48920,ENSMUSG00000115004,snRNAseq2
36296,Gm49195,ENSMUSG00000115005,snRNAseq2
36297,5830448L01Rik,ENSMUSG00000115007,snRNAseq2
36298,4933429O19Rik,ENSMUSG00000115008,snRNAseq2
36299,Gm20150,ENSMUSG00000115010,snRNAseq2
36300,Gm49013,ENSMUSG00000115011,snRNAseq2
36301,D330046F09Rik,ENSMUSG00000115015,snRNAseq2
36302,AC158982.1,ENSMUSG00000115016,snRNAseq2
36303,Gm2573,ENSMUSG00000115017,snRNAseq2
36304,AL732309.1,ENSMUSG00000115018,snRNAseq2
36305,Vmn1r218,ENSMUSG00000115020,snRNAseq2
36306,Vmn1r173,ENSMUSG00000115021,snRNAseq2
36307,Gm49041,ENSMUSG00000115026,snRNAseq2
36308,Vmn1r81,ENSMUSG00000115027,snRNAseq2
36309,Gm9391,ENSMUSG00000115028,snRNAseq2
36310,Gm18885,ENSMUSG00000115029,snRNAseq2
36311,Gm49274,ENSMUSG00000115030,snRNAseq2
36312,Gm49301,ENSMUSG00000115032,snRNAseq2
36313,Gm49206,ENSMUSG00000115033,snRNAseq2
36314,Gm49262,ENSMUSG00000115037,snRNAseq2
36315,Gm7043,ENSMUSG00000115039,snRNAseq2
36316,Gm48939,ENSMUSG00000115041,snRNAseq2
36317,Gm29742,ENSMUSG00000115042,snRNAseq2
36318,Gm32455,ENSMUSG00000115043,snRNAseq2
36319,Gm48978,ENSMUSG00000115044,snRNAseq2
36320,Gm49302,ENSMUSG00000115046,snRNAseq2
36321,4930540I17Rik,ENSMUSG00000115047,snRNAseq2
36322,Gm48921,ENSMUSG00000115048,snRNAseq2
36323,Gm49172,ENSMUSG00000115049,snRNAseq2
36324,Gm21154,ENSMUSG00000115050,snRNAseq2
36325,Gm9287,ENSMUSG00000115052,snRNAseq2
36326,Gm49275,ENSMUSG00000115053,snRNAseq2
36327,Gm49306,ENSMUSG00000115060,snRNAseq2
36328,Gm49290,ENSMUSG00000115061,snRNAseq2
36329,4930465K09Rik,ENSMUSG00000115063,snRNAseq2
36330,Gm49213,ENSMUSG00000115064,snRNAseq2
36331,Gm49109,ENSMUSG00000115065,snRNAseq2
36332,Gm49242,ENSMUSG00000115066,snRNAseq2
36333,Dpep2,ENSMUSG00000115067,snRNAseq2
36334,Gm48926,ENSMUSG00000115068,snRNAseq2
36335,Gm7382,ENSMUSG00000115069,snRNAseq2
36336,Gm49026,ENSMUSG00000115071,snRNAseq2
36337,Gm49283,ENSMUSG00000115073,snRNAseq2
36338,Gm49033,ENSMUSG00000115075,snRNAseq2
36339,Gm46455,ENSMUSG00000115077,snRNAseq2
36340,Gm36147,ENSMUSG00000115079,snRNAseq2
36341,Gm5212,ENSMUSG00000115080,snRNAseq2
36342,Gm34756,ENSMUSG00000115083,snRNAseq2
36343,Gm49246,ENSMUSG00000115084,snRNAseq2
36344,Gm9198,ENSMUSG00000115085,snRNAseq2
36345,Gm49177,ENSMUSG00000115086,snRNAseq2
36346,Vmn1r22,ENSMUSG00000115091,snRNAseq2
36347,E130202H07Rik,ENSMUSG00000115092,snRNAseq2
36348,Gm7106,ENSMUSG00000115094,snRNAseq2
36349,Gm49311,ENSMUSG00000115095,snRNAseq2
36350,Gm48940,ENSMUSG00000115096,snRNAseq2
36351,Gm34934,ENSMUSG00000115100,snRNAseq2
36352,Gm7778,ENSMUSG00000115101,snRNAseq2
36353,Gm49270,ENSMUSG00000115102,snRNAseq2
36354,Gm49029,ENSMUSG00000115104,snRNAseq2
36355,Gm49238,ENSMUSG00000115105,snRNAseq2
36356,Gm49228,ENSMUSG00000115108,snRNAseq2
36357,Gm49032,ENSMUSG00000115109,snRNAseq2
36358,Gm19207,ENSMUSG00000115112,snRNAseq2
36359,CT030732.1,ENSMUSG00000115113,snRNAseq2
36360,Gm48930,ENSMUSG00000115114,snRNAseq2
36361,Gm46496,ENSMUSG00000115116,snRNAseq2
36362,Gm18094,ENSMUSG00000115117,snRNAseq2
36363,4930425P05Rik,ENSMUSG00000115120,snRNAseq2
36364,AC124561.1,ENSMUSG00000115122,snRNAseq2
36365,Gm49201,ENSMUSG00000115124,snRNAseq2
36366,Gm6852,ENSMUSG00000115125,snRNAseq2
36367,Gm19223,ENSMUSG00000115126,snRNAseq2
36368,Gm48916,ENSMUSG00000115129,snRNAseq2
36369,Gm49152,ENSMUSG00000115130,snRNAseq2
36370,Gm18888,ENSMUSG00000115132,snRNAseq2
36371,Gm20167,ENSMUSG00000115133,snRNAseq2
36372,Gm19157,ENSMUSG00000115135,snRNAseq2
36373,Ear-ps1,ENSMUSG00000115136,snRNAseq2
36374,Gm49256,ENSMUSG00000115141,snRNAseq2
36375,Gm33251,ENSMUSG00000115142,snRNAseq2
36376,Fkbp1a-ps1,ENSMUSG00000115143,snRNAseq2
36377,Gm7968,ENSMUSG00000115144,snRNAseq2
36378,Gm4681,ENSMUSG00000115146,snRNAseq2
36379,Gm5219,ENSMUSG00000115147,snRNAseq2
36380,Gm10370,ENSMUSG00000115150,snRNAseq2
36381,Gm19276,ENSMUSG00000115151,snRNAseq2
36382,Gm49253,ENSMUSG00000115152,snRNAseq2
36383,Gm49067,ENSMUSG00000115154,snRNAseq2
36384,Gm49182,ENSMUSG00000115155,snRNAseq2
36385,Gm49279,ENSMUSG00000115156,snRNAseq2
36386,Gm49397,ENSMUSG00000115157,snRNAseq2
36387,Gm48912,ENSMUSG00000115158,snRNAseq2
36388,Gm17892,ENSMUSG00000115159,snRNAseq2
36389,Gm6532,ENSMUSG00000115160,snRNAseq2
36390,Gm18076,ENSMUSG00000115163,snRNAseq2
36391,Gm30159,ENSMUSG00000115164,snRNAseq2
36392,Gm48987,ENSMUSG00000115165,snRNAseq2
36393,Vmn2r-ps110,ENSMUSG00000115166,snRNAseq2
36394,Gm48910,ENSMUSG00000115168,snRNAseq2
36395,Gm30563,ENSMUSG00000115169,snRNAseq2
36396,Gm48943,ENSMUSG00000115171,snRNAseq2
36397,Gm2582,ENSMUSG00000115172,snRNAseq2
36398,Gm35996,ENSMUSG00000115174,snRNAseq2
36399,4930523O13Rik,ENSMUSG00000115177,snRNAseq2
36400,Gm49220,ENSMUSG00000115178,snRNAseq2
36401,Gm30556,ENSMUSG00000115180,snRNAseq2
36402,Vmn1r10,ENSMUSG00000115181,snRNAseq2
36403,AC151836.1,ENSMUSG00000115186,snRNAseq2
36404,Gm49210,ENSMUSG00000115187,snRNAseq2
36405,Gm46522,ENSMUSG00000115188,snRNAseq2
36406,Gm48909,ENSMUSG00000115194,snRNAseq2
36407,AC131068.1,ENSMUSG00000115198,snRNAseq2
36408,Vmn1r15,ENSMUSG00000115199,snRNAseq2
36409,Gm46516,ENSMUSG00000115200,snRNAseq2
36410,Gm9275,ENSMUSG00000115202,snRNAseq2
36411,Gm49178,ENSMUSG00000115203,snRNAseq2
36412,Gm16374,ENSMUSG00000115205,snRNAseq2
36413,Gm49286,ENSMUSG00000115206,snRNAseq2
36414,Gm18152,ENSMUSG00000115211,snRNAseq2
36415,Gm8417,ENSMUSG00000115212,snRNAseq2
36416,Gm41148,ENSMUSG00000115215,snRNAseq2
36417,Gm46477,ENSMUSG00000115218,snRNAseq2
36418,AC154760.1,ENSMUSG00000115220,snRNAseq2
36419,Gm49121,ENSMUSG00000115221,snRNAseq2
36420,AC174678.1,ENSMUSG00000115222,snRNAseq2
36421,Gm48985,ENSMUSG00000115223,snRNAseq2
36422,Gm49215,ENSMUSG00000115224,snRNAseq2
36423,Gm49229,ENSMUSG00000115226,snRNAseq2
36424,Gm49057,ENSMUSG00000115227,snRNAseq2
36425,Gm48948,ENSMUSG00000115228,snRNAseq2
36426,Gm33525,ENSMUSG00000115229,snRNAseq2
36427,AU022793,ENSMUSG00000115230,snRNAseq2
36428,4930402D18Rik,ENSMUSG00000115231,snRNAseq2
36429,Gm49378,ENSMUSG00000115232,snRNAseq2
36430,Gm46498,ENSMUSG00000115233,snRNAseq2
36431,Gm49130,ENSMUSG00000115234,snRNAseq2
36432,Vmn1r11,ENSMUSG00000115236,snRNAseq2
36433,Gm46474,ENSMUSG00000115237,snRNAseq2
36434,Gm49018,ENSMUSG00000115242,snRNAseq2
36435,AC137950.1,ENSMUSG00000115245,snRNAseq2
36436,Gm48984,ENSMUSG00000115246,snRNAseq2
36437,Gm49037,ENSMUSG00000115248,snRNAseq2
36438,Gm49085,ENSMUSG00000115249,snRNAseq2
36439,Gm49020,ENSMUSG00000115250,snRNAseq2
36440,Gm4774,ENSMUSG00000115251,snRNAseq2
36441,Gm48996,ENSMUSG00000115252,snRNAseq2
36442,Vmn1r20,ENSMUSG00000115253,snRNAseq2
36443,Gm49140,ENSMUSG00000115254,snRNAseq2
36444,Gm49259,ENSMUSG00000115256,snRNAseq2
36445,Gm32093,ENSMUSG00000115258,snRNAseq2
36446,Gm49073,ENSMUSG00000115259,snRNAseq2
36447,Gm49005,ENSMUSG00000115260,snRNAseq2
36448,Gm35769,ENSMUSG00000115261,snRNAseq2
36449,Gm49135,ENSMUSG00000115262,snRNAseq2
36450,AC154683.1,ENSMUSG00000115263,snRNAseq2
36451,Gm49260,ENSMUSG00000115264,snRNAseq2
36452,Gm5209,ENSMUSG00000115269,snRNAseq2
36453,5430430K15Rik,ENSMUSG00000115270,snRNAseq2
36454,Gm49040,ENSMUSG00000115274,snRNAseq2
36455,9930017N22Rik,ENSMUSG00000115276,snRNAseq2
36456,Gm19016,ENSMUSG00000115277,snRNAseq2
36457,Gm49273,ENSMUSG00000115279,snRNAseq2
36458,Gm7107,ENSMUSG00000115280,snRNAseq2
36459,AC154412.1,ENSMUSG00000115281,snRNAseq2
36460,Gm49252,ENSMUSG00000115283,snRNAseq2
36461,Gm34678,ENSMUSG00000115284,snRNAseq2
36462,Gm49068,ENSMUSG00000115285,snRNAseq2
36463,Gm49111,ENSMUSG00000115287,snRNAseq2
36464,Gm9212,ENSMUSG00000115288,snRNAseq2
36465,Gm33246,ENSMUSG00000115292,snRNAseq2
36466,Gm49333,ENSMUSG00000115293,snRNAseq2
36467,Gm19129,ENSMUSG00000115295,snRNAseq2
36468,Gm48911,ENSMUSG00000115296,snRNAseq2
36469,Gm18741,ENSMUSG00000115298,snRNAseq2
36470,Gm49168,ENSMUSG00000115299,snRNAseq2
36471,Gm6330,ENSMUSG00000115301,snRNAseq2
36472,Gm49394,ENSMUSG00000115302,snRNAseq2
36473,Gm4291,ENSMUSG00000115303,snRNAseq2
36474,Gm48944,ENSMUSG00000115308,snRNAseq2
36475,Gm49010,ENSMUSG00000115309,snRNAseq2
36476,Gm35360,ENSMUSG00000115310,snRNAseq2
36477,Gm35823,ENSMUSG00000115311,snRNAseq2
36478,Gm8518,ENSMUSG00000115312,snRNAseq2
36479,Gm48941,ENSMUSG00000115313,snRNAseq2
36480,Gm48966,ENSMUSG00000115314,snRNAseq2
36481,Gnb1-ps2,ENSMUSG00000115315,snRNAseq2
36482,Gm32618,ENSMUSG00000115317,snRNAseq2
36483,4930524C18Rik,ENSMUSG00000115320,snRNAseq2
36484,Gm34060,ENSMUSG00000115321,snRNAseq2
36485,Gm49023,ENSMUSG00000115322,snRNAseq2
36486,Gm18762,ENSMUSG00000115323,snRNAseq2
36487,4930527F14Rik,ENSMUSG00000115324,snRNAseq2
36488,Gm35019,ENSMUSG00000115326,snRNAseq2
36489,Gm7566,ENSMUSG00000115327,snRNAseq2
36490,Gm30691,ENSMUSG00000115328,snRNAseq2
36491,Gm49272,ENSMUSG00000115329,snRNAseq2
36492,Gm49221,ENSMUSG00000115330,snRNAseq2
36493,Gm48952,ENSMUSG00000115332,snRNAseq2
36494,Gm48980,ENSMUSG00000115336,snRNAseq2
36495,4930570B17Rik,ENSMUSG00000115337,snRNAseq2
36496,Pnp,ENSMUSG00000115338,snRNAseq2
36497,Gm48919,ENSMUSG00000115341,snRNAseq2
36498,Vmn1r21,ENSMUSG00000115343,snRNAseq2
36499,Gm49364,ENSMUSG00000115344,snRNAseq2
36500,Gm49155,ENSMUSG00000115348,snRNAseq2
36501,Gm9348,ENSMUSG00000115349,snRNAseq2
36502,Gm49079,ENSMUSG00000115350,snRNAseq2
36503,Gm49160,ENSMUSG00000115352,snRNAseq2
36504,Gm48968,ENSMUSG00000115353,snRNAseq2
36505,Gm49083,ENSMUSG00000115354,snRNAseq2
36506,Gm49138,ENSMUSG00000115358,snRNAseq2
36507,AC242269.1,ENSMUSG00000115359,snRNAseq2
36508,Gm48932,ENSMUSG00000115360,snRNAseq2
36509,Gm49211,ENSMUSG00000115361,snRNAseq2
36510,Gm49003,ENSMUSG00000115363,snRNAseq2
36511,Gm18582,ENSMUSG00000115365,snRNAseq2
36512,Gm9298,ENSMUSG00000115366,snRNAseq2
36513,Gm33301,ENSMUSG00000115367,snRNAseq2
36514,Gm49014,ENSMUSG00000115369,snRNAseq2
36515,Gm15667,ENSMUSG00000115370,snRNAseq2
36516,Vmn2r-ps111,ENSMUSG00000115374,snRNAseq2
36517,Gm49039,ENSMUSG00000115375,snRNAseq2
36518,Gm35766,ENSMUSG00000115376,snRNAseq2
36519,Gm4942,ENSMUSG00000115377,snRNAseq2
36520,Gm39653,ENSMUSG00000115378,snRNAseq2
36521,Gm46453,ENSMUSG00000115380,snRNAseq2
36522,Gm49266,ENSMUSG00000115381,snRNAseq2
36523,Gm49216,ENSMUSG00000115383,snRNAseq2
36524,Gm49244,ENSMUSG00000115387,snRNAseq2
36525,Eppk1,ENSMUSG00000115388,snRNAseq2
36526,Gm48936,ENSMUSG00000115389,snRNAseq2
36527,Gm49123,ENSMUSG00000115391,snRNAseq2
36528,Gm17882,ENSMUSG00000115392,snRNAseq2
36529,Gm49078,ENSMUSG00000115394,snRNAseq2
36530,Gm49224,ENSMUSG00000115395,snRNAseq2
36531,Gm48994,ENSMUSG00000115396,snRNAseq2
36532,Gm534,ENSMUSG00000115398,snRNAseq2
36533,Gm49243,ENSMUSG00000115402,snRNAseq2
36534,Gm49304,ENSMUSG00000115403,snRNAseq2
36535,Gm49300,ENSMUSG00000115406,snRNAseq2
36536,Gm4529,ENSMUSG00000115408,snRNAseq2
36537,Gm8139,ENSMUSG00000115409,snRNAseq2
36538,2810457G06Rik,ENSMUSG00000115410,snRNAseq2
36539,Gm6986,ENSMUSG00000115411,snRNAseq2
36540,Gm49094,ENSMUSG00000115412,snRNAseq2
36541,Gm49166,ENSMUSG00000115413,snRNAseq2
36542,Gm49074,ENSMUSG00000115415,snRNAseq2
36543,Gm48949,ENSMUSG00000115417,snRNAseq2
36544,Gm49296,ENSMUSG00000115418,snRNAseq2
36545,AL732506.1,ENSMUSG00000115420,snRNAseq2
36546,Gm48917,ENSMUSG00000115421,snRNAseq2
36547,Gm49305,ENSMUSG00000115425,snRNAseq2
36548,Gm19510,ENSMUSG00000115426,snRNAseq2
36549,Gm49174,ENSMUSG00000115427,snRNAseq2
36550,Gm49153,ENSMUSG00000115429,snRNAseq2
36551,Gm49267,ENSMUSG00000115433,snRNAseq2
36552,Gm18075,ENSMUSG00000115435,snRNAseq2
36553,Gm8353,ENSMUSG00000115436,snRNAseq2
36554,AC108416.1,ENSMUSG00000115445,snRNAseq2
36555,Gm49175,ENSMUSG00000115449,snRNAseq2
36556,Gm49025,ENSMUSG00000115451,snRNAseq2
36557,BC048602,ENSMUSG00000115453,snRNAseq2
36558,Gm49086,ENSMUSG00000115454,snRNAseq2
36559,Gm48931,ENSMUSG00000115458,snRNAseq2
36560,Gm49280,ENSMUSG00000115459,snRNAseq2
36561,Gm49127,ENSMUSG00000115460,snRNAseq2
36562,Gm48988,ENSMUSG00000115461,snRNAseq2
36563,Gm49185,ENSMUSG00000115462,snRNAseq2
36564,Gm49217,ENSMUSG00000115468,snRNAseq2
36565,Gm49278,ENSMUSG00000115473,snRNAseq2
36566,Gm49295,ENSMUSG00000115475,snRNAseq2
36567,Gm20070,ENSMUSG00000115477,snRNAseq2
36568,Gm33203,ENSMUSG00000115479,snRNAseq2
36569,Gm49249,ENSMUSG00000115480,snRNAseq2
36570,Gm49017,ENSMUSG00000115486,snRNAseq2
36571,Gm49129,ENSMUSG00000115489,snRNAseq2
36572,4930404O17Rik,ENSMUSG00000115490,snRNAseq2
36573,Siah1-ps2,ENSMUSG00000115491,snRNAseq2
36574,Gm5673,ENSMUSG00000115493,snRNAseq2
36575,Gm49293,ENSMUSG00000115494,snRNAseq2
36576,Gm38541,ENSMUSG00000115495,snRNAseq2
36577,Gm49207,ENSMUSG00000115497,snRNAseq2
36578,Gm49104,ENSMUSG00000115498,snRNAseq2
36579,Gm48991,ENSMUSG00000115499,snRNAseq2
36580,Gm48971,ENSMUSG00000115501,snRNAseq2
36581,Gm9247,ENSMUSG00000115505,snRNAseq2
36582,Gm49012,ENSMUSG00000115509,snRNAseq2
36583,Gm49072,ENSMUSG00000115511,snRNAseq2
36584,Gm8341,ENSMUSG00000115516,snRNAseq2
36585,Gm48954,ENSMUSG00000115517,snRNAseq2
36586,Gm10791,ENSMUSG00000115518,snRNAseq2
36587,Gm41335,ENSMUSG00000115520,snRNAseq2
36588,Gm49173,ENSMUSG00000115522,snRNAseq2
36589,Gm6340,ENSMUSG00000115523,snRNAseq2
36590,Gm5213,ENSMUSG00000115525,snRNAseq2
36591,4930413F20Rik,ENSMUSG00000115526,snRNAseq2
36592,Gm8408,ENSMUSG00000115528,snRNAseq2
36593,Gm4266,ENSMUSG00000115530,snRNAseq2
36594,Gm35419,ENSMUSG00000115531,snRNAseq2
36595,Gm41206,ENSMUSG00000115532,snRNAseq2
36596,Gm48929,ENSMUSG00000115533,snRNAseq2
36597,Gm7508,ENSMUSG00000115534,snRNAseq2
36598,Gm49006,ENSMUSG00000115535,snRNAseq2
36599,Gm32857,ENSMUSG00000115536,snRNAseq2
36600,Gm6704,ENSMUSG00000115537,snRNAseq2
36601,AC125117.1,ENSMUSG00000115540,snRNAseq2
36602,B230362B09Rik,ENSMUSG00000115543,snRNAseq2
36603,Gm48908,ENSMUSG00000115545,snRNAseq2
36604,Gm49077,ENSMUSG00000115546,snRNAseq2
36605,1100001I12Rik,ENSMUSG00000115547,snRNAseq2
36606,Gm49225,ENSMUSG00000115550,snRNAseq2
36607,Gm49124,ENSMUSG00000115553,snRNAseq2
36608,Gm49133,ENSMUSG00000115556,snRNAseq2
36609,Gm40318,ENSMUSG00000115557,snRNAseq2
36610,Gm49170,ENSMUSG00000115559,snRNAseq2
36611,Gm49285,ENSMUSG00000115561,snRNAseq2
36612,Gm48977,ENSMUSG00000115562,snRNAseq2
36613,Gm18082,ENSMUSG00000115565,snRNAseq2
36614,Gm18148,ENSMUSG00000115567,snRNAseq2
36615,Tiaf2,ENSMUSG00000115568,snRNAseq2
36616,Gm6616,ENSMUSG00000115571,snRNAseq2
36617,Gm18369,ENSMUSG00000115572,snRNAseq2
36618,Gm49131,ENSMUSG00000115573,snRNAseq2
36619,Gm49245,ENSMUSG00000115574,snRNAseq2
36620,Gm49024,ENSMUSG00000115575,snRNAseq2
36621,Gm49250,ENSMUSG00000115577,snRNAseq2
36622,Gm46506,ENSMUSG00000115578,snRNAseq2
36623,Gm49156,ENSMUSG00000115579,snRNAseq2
36624,Gm41230,ENSMUSG00000115580,snRNAseq2
36625,Gm20127,ENSMUSG00000115581,snRNAseq2
36626,Gm48918,ENSMUSG00000115586,snRNAseq2
36627,Gm29697,ENSMUSG00000115587,snRNAseq2
36628,Gm18003,ENSMUSG00000115589,snRNAseq2
36629,Gm49219,ENSMUSG00000115590,snRNAseq2
36630,Gm31282,ENSMUSG00000115591,snRNAseq2
36631,Mcpt-ps1,ENSMUSG00000115592,snRNAseq2
36632,Gm4824,ENSMUSG00000115593,snRNAseq2
36633,Rps12-ps2,ENSMUSG00000115595,snRNAseq2
36634,Gm48969,ENSMUSG00000115596,snRNAseq2
36635,Gm49030,ENSMUSG00000115597,snRNAseq2
36636,Gm9290,ENSMUSG00000115598,snRNAseq2
36637,Gm49154,ENSMUSG00000115599,snRNAseq2
36638,Gm49299,ENSMUSG00000115600,snRNAseq2
36639,Gm49007,ENSMUSG00000115601,snRNAseq2
36640,Gm7908,ENSMUSG00000115602,snRNAseq2
36641,Gm19099,ENSMUSG00000115603,snRNAseq2
36642,Gm17932,ENSMUSG00000115606,snRNAseq2
36643,Gm2803,ENSMUSG00000115607,snRNAseq2
36644,4930447J18Rik,ENSMUSG00000115609,snRNAseq2
36645,Gm31251,ENSMUSG00000115610,snRNAseq2
36646,Gm4606,ENSMUSG00000115611,snRNAseq2
36647,Gm29800,ENSMUSG00000115612,snRNAseq2
36648,Gm48923,ENSMUSG00000115616,snRNAseq2
36649,Gm48975,ENSMUSG00000115617,snRNAseq2
36650,Gm49298,ENSMUSG00000115618,snRNAseq2
36651,Gm49082,ENSMUSG00000115619,snRNAseq2
36652,Gm45924,ENSMUSG00000115620,snRNAseq2
36653,Gm8664,ENSMUSG00000115621,snRNAseq2
36654,Gm49117,ENSMUSG00000115622,snRNAseq2
36655,Gm41225,ENSMUSG00000115623,snRNAseq2
36656,Gm49204,ENSMUSG00000115624,snRNAseq2
36657,2900040C04Rik,ENSMUSG00000115625,snRNAseq2
36658,Gm17772,ENSMUSG00000115626,snRNAseq2
36659,AC124555.1,ENSMUSG00000115627,snRNAseq2
36660,Gm49235,ENSMUSG00000115629,snRNAseq2
36661,Rpl19-ps5,ENSMUSG00000115630,snRNAseq2
36662,Gm17922,ENSMUSG00000115632,snRNAseq2
36663,Gm49120,ENSMUSG00000115636,snRNAseq2
36664,4930404K13Rik,ENSMUSG00000115639,snRNAseq2
36665,Gm49247,ENSMUSG00000115640,snRNAseq2
36666,Gm18977,ENSMUSG00000115642,snRNAseq2
36667,Gm49265,ENSMUSG00000115647,snRNAseq2
36668,Gm49008,ENSMUSG00000115648,snRNAseq2
36669,Gm18813,ENSMUSG00000115649,snRNAseq2
36670,Gm48992,ENSMUSG00000115650,snRNAseq2
36671,Gm7595,ENSMUSG00000115651,snRNAseq2
36672,Gm18143,ENSMUSG00000115652,snRNAseq2
